GENERO;IDOSO;CASADO;DEPENDENTES;TEMPO_COMO_CLIENTE;SERVICOTELEFONE;SERVICO_INTERNET;SERVICO_SEGURANCA;SUPORTE_TECNICO;STREAMINGTV;TIPO_CONTRATO;METODOPAGAMENTO;PAGAMENTO_MENSAL;TOTAL_PAGO;CHURN
FEMALE;0;NO;NO;3;YES;DSL;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;64.6;174.2;NO
MALE;0;NO;NO;24;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);51.1;1269.6;NO
FEMALE;0;NO;NO;44;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);84.8;3862.55;YES
FEMALE;1;YES;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);89.1;6352.4;NO
MALE;0;NO;NO;24;YES;DSL;YES;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;54.95;1348.5;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;50.9;50.9;YES
MALE;0;YES;NO;22;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);20.45;471.55;NO
MALE;0;YES;YES;70;YES;DSL;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);85.95;5931.75;NO
MALE;0;YES;YES;25;YES;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;60.35;1404.65;NO
MALE;0;YES;YES;37;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);19.8;726.1;NO
FEMALE;1;YES;YES;22;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);85.35;1961.6;NO
FEMALE;0;YES;YES;59;YES;DSL;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);72.1;4194.85;NO
MALE;0;YES;YES;49;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;99.8;4872.45;YES
MALE;0;YES;YES;47;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);107.35;5118.95;YES
FEMALE;0;YES;YES;31;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.55;658.95;YES
MALE;0;YES;YES;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;81.05;81.05;NO
MALE;0;NO;NO;3;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;ELECTRONIC CHECK;20.5;76.95;NO
FEMALE;0;YES;NO;53;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);111.8;5809.75;NO
MALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.2;20.2;NO
MALE;0;NO;NO;20;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.7;415.9;NO
FEMALE;0;NO;NO;3;YES;FIBER OPTIC;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;79.1;246.5;YES
FEMALE;0;NO;NO;51;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.85;996.95;NO
FEMALE;0;YES;NO;51;YES;DSL;YES;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);60.5;3145.15;NO
FEMALE;0;YES;YES;13;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.55;265.3;NO
FEMALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.9;20.9;NO
MALE;0;NO;YES;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;21.05;21.05;NO
MALE;0;NO;NO;63;YES;DSL;YES;YES;NO;ONE YEAR;ELECTRONIC CHECK;71.5;4576.3;NO
MALE;0;NO;NO;3;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;54.65;189.1;NO
MALE;0;NO;NO;46;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);19.2;908.15;NO
MALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);49.8;49.8;NO
MALE;0;NO;YES;8;NO;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;25.5;215.2;YES
FEMALE;0;YES;YES;71;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.5;1500.95;NO
MALE;0;YES;YES;55;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);90.4;5099.15;NO
FEMALE;0;NO;NO;70;YES;FIBER OPTIC;NO;YES;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);90.25;6385.95;NO
FEMALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;80.75;159.45;YES
MALE;0;YES;YES;67;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);104.6;6885.75;NO
MALE;0;YES;NO;65;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);91.85;5940.85;YES
MALE;0;YES;NO;14;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);50.2;668.85;NO
FEMALE;0;YES;YES;20;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);95.5;1916.2;NO
MALE;0;NO;YES;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;75.35;75.35;YES
MALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;75.45;75.45;YES
FEMALE;0;YES;YES;49;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);95.4;4613.95;NO
FEMALE;0;NO;NO;72;YES;FIBER OPTIC;YES;NO;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);101.3;7261.25;NO
FEMALE;0;YES;NO;46;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;53.1;2459.8;NO
MALE;0;NO;NO;24;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);84.85;2048.8;NO
FEMALE;0;YES;YES;5;NO;DSL;NO;YES;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;34.25;163.55;NO
FEMALE;0;YES;YES;33;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);88.6;2888.7;NO
FEMALE;0;NO;NO;42;YES;DSL;YES;NO;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);60.15;2421.6;NO
MALE;0;NO;NO;23;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);99.95;2292.75;NO
MALE;0;NO;NO;8;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);70.7;553.4;NO
MALE;0;NO;NO;66;YES;DSL;YES;NO;NO;ONE YEAR;MAILED CHECK;54.8;3465.7;NO
MALE;0;NO;NO;24;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);49.55;1210.4;YES
MALE;1;NO;NO;24;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);54.8;1291.3;NO
MALE;0;NO;NO;69;YES;DSL;YES;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);78.6;5356.45;YES
FEMALE;0;NO;NO;53;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;MAILED CHECK;100.3;5200.8;NO
FEMALE;0;NO;NO;60;NO;DSL;YES;NO;YES;TWO YEAR;ELECTRONIC CHECK;53.6;3237.05;NO
FEMALE;0;YES;NO;7;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;81.1;576.65;YES
FEMALE;0;NO;NO;20;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);19.35;433.75;NO
FEMALE;0;YES;YES;23;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;85.6;1868.4;NO
MALE;0;YES;YES;72;YES;DSL;YES;YES;YES;TWO YEAR;ELECTRONIC CHECK;80.8;5728.55;NO
MALE;0;YES;NO;11;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.95;825.7;YES
MALE;0;NO;NO;21;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.6;390.4;NO
MALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;93.55;93.55;YES
MALE;1;NO;NO;31;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;90.7;2845.15;NO
FEMALE;0;NO;NO;57;YES;DSL;NO;YES;YES;TWO YEAR;MAILED CHECK;69.75;3894.4;NO
FEMALE;0;YES;YES;45;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.0;886.4;NO
MALE;0;NO;NO;10;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;95.25;1021.55;NO
FEMALE;0;YES;NO;58;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);102.1;5885.4;YES
MALE;0;NO;YES;14;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.95;268.4;NO
MALE;0;YES;NO;27;YES;DSL;YES;YES;YES;ONE YEAR;MAILED CHECK;80.85;2204.35;NO
FEMALE;0;YES;YES;14;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);90.9;1259.0;YES
FEMALE;0;YES;YES;12;NO;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;29.2;309.1;YES
FEMALE;0;YES;YES;69;YES;FIBER OPTIC;NO;YES;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);93.3;6398.05;NO
FEMALE;0;YES;YES;25;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);89.15;2257.75;YES
MALE;1;YES;NO;58;YES;FIBER OPTIC;YES;NO;YES;ONE YEAR;ELECTRONIC CHECK;108.85;6287.25;YES
FEMALE;0;YES;YES;35;NO;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);46.35;1662.05;NO
FEMALE;1;NO;NO;16;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;84.75;1350.15;YES
MALE;0;YES;YES;45;YES;DSL;NO;NO;YES;ONE YEAR;CREDIT CARD (AUTOMATIC);78.75;3600.65;NO
FEMALE;0;NO;NO;17;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;83.55;1329.15;NO
FEMALE;0;YES;YES;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;45.7;45.7;YES
MALE;0;NO;NO;22;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.6;422.5;NO
FEMALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.95;69.95;YES
MALE;0;YES;YES;67;YES;DSL;YES;YES;NO;TWO YEAR;MAILED CHECK;67.85;4627.65;NO
FEMALE;0;YES;YES;67;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);105.65;6717.9;NO
FEMALE;0;YES;NO;2;NO;DSL;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;44.6;97.1;YES
MALE;0;NO;NO;23;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.95;1710.45;YES
FEMALE;1;NO;NO;9;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.5;637.4;NO
FEMALE;0;NO;NO;5;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.15;117.95;NO
MALE;0;NO;NO;54;NO;DSL;YES;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);45.2;2460.55;NO
FEMALE;0;NO;NO;57;YES;FIBER OPTIC;NO;NO;YES;TWO YEAR;ELECTRONIC CHECK;95.25;5464.65;YES
MALE;0;NO;NO;24;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;MAILED CHECK;89.85;2165.05;YES
FEMALE;0;YES;YES;49;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;MAILED CHECK;100.45;4941.8;YES
MALE;0;NO;NO;5;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;47.15;223.15;YES
MALE;0;NO;NO;2;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;80.2;181.1;YES
FEMALE;0;NO;YES;4;YES;FIBER OPTIC;NO;YES;NO;MONTH-TO-MONTH;MAILED CHECK;87.1;341.45;YES
MALE;0;YES;YES;70;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);79.25;5731.85;NO
MALE;0;NO;NO;5;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);75.9;357.75;YES
MALE;0;YES;YES;53;YES;DSL;YES;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;85.7;4616.1;NO
FEMALE;0;YES;NO;47;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;98.75;4533.7;YES
FEMALE;0;NO;YES;31;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;CREDIT CARD (AUTOMATIC);20.1;589.25;NO
MALE;0;YES;YES;13;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);61.8;750.1;NO
FEMALE;0;YES;YES;28;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;49.9;1410.25;NO
FEMALE;0;NO;NO;10;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;86.45;830.85;YES
MALE;0;YES;NO;38;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;BANK TRANSFER (AUTOMATIC);20.4;743.5;NO
FEMALE;0;NO;NO;1;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;45.3;45.3;YES
MALE;0;YES;NO;67;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;104.1;7040.85;YES
MALE;0;YES;NO;52;YES;DSL;YES;NO;YES;ONE YEAR;MAILED CHECK;75.4;3865.45;NO
MALE;0;YES;YES;62;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;MAILED CHECK;108.15;6825.65;NO
FEMALE;0;NO;NO;16;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;86.25;1340.1;NO
FEMALE;1;YES;NO;5;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;81.0;371.65;YES
MALE;0;NO;NO;12;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;ELECTRONIC CHECK;95.7;1184.0;NO
FEMALE;0;YES;YES;72;YES;FIBER OPTIC;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);116.85;8477.7;NO
MALE;1;NO;NO;71;YES;FIBER OPTIC;NO;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);105.75;7382.85;NO
FEMALE;0;YES;NO;24;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;20.15;456.85;NO
FEMALE;0;NO;NO;15;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.6;331.6;NO
MALE;0;YES;NO;67;YES;FIBER OPTIC;YES;NO;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);90.6;6056.15;YES
MALE;0;NO;YES;2;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);60.95;134.6;NO
FEMALE;0;YES;YES;5;NO;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;25.05;125.5;NO
FEMALE;0;YES;NO;15;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;88.15;1390.6;YES
MALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.2;20.2;YES
MALE;0;YES;YES;41;YES;DSL;YES;NO;NO;ONE YEAR;BANK TRANSFER (AUTOMATIC);60.3;2511.3;NO
FEMALE;0;NO;YES;43;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;63.95;2737.05;NO
MALE;1;YES;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;74.3;74.3;NO
FEMALE;1;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;70.6;70.6;NO
FEMALE;0;YES;YES;26;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;90.8;2361.8;YES
MALE;0;NO;NO;22;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;79.35;1730.35;YES
MALE;0;YES;NO;71;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);90.55;6404.0;NO
MALE;0;NO;NO;7;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.45;165.35;NO
FEMALE;1;NO;NO;28;YES;DSL;NO;YES;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);64.45;1867.6;NO
MALE;1;NO;NO;16;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;69.65;1043.3;NO
MALE;0;NO;NO;7;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;MAILED CHECK;19.5;128.6;NO
FEMALE;0;NO;NO;69;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);110.5;7455.45;NO
FEMALE;0;NO;YES;1;NO;DSL;NO;NO;NO;MONTH-TO-MONTH;MAILED CHECK;24.7;24.7;NO
MALE;0;NO;NO;3;YES;DSL;YES;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;77.4;206.15;NO
MALE;1;NO;NO;21;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);96.8;2030.3;YES
FEMALE;0;YES;NO;69;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);85.4;5869.4;NO
FEMALE;0;YES;NO;71;NO;DSL;YES;YES;NO;TWO YEAR;BANK TRANSFER (AUTOMATIC);47.6;3377.8;NO
FEMALE;0;YES;YES;69;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;19.4;1346.2;NO
FEMALE;0;NO;NO;48;YES;FIBER OPTIC;NO;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;103.85;4946.05;NO
MALE;0;YES;NO;47;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);83.35;4065.0;YES
FEMALE;0;NO;NO;2;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;49.4;106.55;YES
MALE;0;NO;NO;45;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);108.45;4964.7;NO
MALE;0;NO;NO;51;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);81.0;4085.75;NO
FEMALE;0;YES;NO;22;YES;DSL;YES;YES;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;79.2;1742.75;YES
MALE;0;NO;NO;72;YES;DSL;YES;YES;YES;TWO YEAR;BANK TRANSFER (AUTOMATIC);86.65;6224.8;NO
MALE;0;YES;YES;37;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;92.95;3415.25;NO
MALE;0;YES;YES;71;YES;DSL;YES;YES;YES;TWO YEAR;ELECTRONIC CHECK;90.35;6325.25;NO
MALE;0;YES;YES;7;YES;DSL;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;48.7;340.25;YES
FEMALE;0;NO;NO;66;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);25.15;1683.6;NO
MALE;0;YES;YES;51;YES;DSL;YES;YES;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);76.4;3966.3;NO
FEMALE;0;YES;YES;30;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.55;608.5;NO
FEMALE;0;NO;NO;34;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;85.35;2896.6;NO
MALE;0;YES;YES;64;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;MAILED CHECK;24.8;1514.85;NO
MALE;1;YES;NO;65;YES;FIBER OPTIC;NO;NO;YES;ONE YEAR;BANK TRANSFER (AUTOMATIC);103.15;6792.45;NO
MALE;0;NO;NO;47;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;MAILED CHECK;100.75;4669.2;NO
FEMALE;0;NO;NO;1;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;95.6;95.6;YES
FEMALE;0;NO;NO;49;YES;DSL;YES;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);59.75;2934.3;YES
FEMALE;0;YES;YES;67;YES;FIBER OPTIC;NO;YES;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);94.1;6302.8;NO
MALE;0;NO;YES;39;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;ONE YEAR;BANK TRANSFER (AUTOMATIC);19.35;779.2;NO
MALE;0;NO;NO;14;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;19.9;283.75;NO
FEMALE;1;NO;NO;43;YES;FIBER OPTIC;YES;YES;YES;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);108.15;4600.7;YES
MALE;1;NO;NO;56;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;101.05;5594.0;NO
FEMALE;0;NO;NO;14;YES;DSL;NO;YES;NO;ONE YEAR;CREDIT CARD (AUTOMATIC);59.1;772.85;NO
FEMALE;0;NO;NO;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;71.35;71.35;YES
MALE;0;YES;YES;16;YES;DSL;YES;NO;NO;ONE YEAR;MAILED CHECK;55.85;857.8;NO
MALE;0;YES;YES;70;YES;FIBER OPTIC;YES;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;106.05;7554.05;NO
MALE;1;YES;NO;72;YES;DSL;YES;NO;YES;TWO YEAR;CREDIT CARD (AUTOMATIC);84.1;5981.65;NO
FEMALE;0;YES;YES;23;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);75.3;1702.9;NO
MALE;0;NO;YES;21;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;24.7;467.15;NO
FEMALE;0;NO;NO;1;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;MAILED CHECK;20.15;20.15;YES
MALE;0;NO;YES;1;YES;FIBER OPTIC;NO;NO;NO;MONTH-TO-MONTH;BANK TRANSFER (AUTOMATIC);69.75;69.75;YES
FEMALE;1;YES;NO;32;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;93.2;2931.0;YES
MALE;0;YES;YES;17;YES;FIBER OPTIC;NO;NO;YES;MONTH-TO-MONTH;ELECTRONIC CHECK;80.85;1400.85;YES
FEMALE;0;NO;NO;4;NO;DSL;YES;NO;NO;MONTH-TO-MONTH;ELECTRONIC CHECK;33.65;137.85;YES
FEMALE;0;NO;NO;36;YES;DSL;NO;NO;NO;ONE YEAR;ELECTRONIC CHECK;55.8;1941.5;NO
FEMALE;0;NO;NO;50;NO;DSL;NO;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);39.7;1932.75;NO
FEMALE;0;YES;YES;48;NO;DSL;NO;YES;NO;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);29.5;1423.05;NO
FEMALE;0;NO;YES;50;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;TWO YEAR;CREDIT CARD (AUTOMATIC);20.15;970.85;NO
MALE;0;YES;NO;72;YES;DSL;YES;YES;NO;TWO YEAR;CREDIT CARD (AUTOMATIC);79.55;5810.9;NO
MALE;0;NO;YES;10;YES;NO;NO INTERNET SERVICE;NO INTERNET SERVICE;NO INTERNET SERVICE;MONTH-TO-MONTH;CREDIT CARD (AUTOMATIC);24.8;223.9;NO
